Date;P;D;E
1982-01;318.6644817;18.09297057;41.22996794
1982-02;310.0713861;18.1168347;40.60256169
1982-03;300.369127;18.21733333;40.14861706
1982-04;313.9502568;18.22153253;39.4035917
1982-05;311.2682411;18.13057281;38.46275337
1982-06;289.7225064;17.98550838;37.42359085
1982-07;287.4485;17.92829958;36.69750425
1982-08;287.6467055;17.92657796;36.08904195
1982-09;320.2919816;17.92483721;35.48332737
1982-10;346.1838276;17.88747751;34.5748163
1982-11;361.0064349;17.94139243;33.84389581
1982-12;365.8982198;18.0324302;33.17757172
1983-01;377.9852186;18.0304712;32.91771896
1983-02;384.1410368;18.04696161;32.69202462
1983-03;397.486536;18.08184308;32.50021578
1983-04;409.7341088;17.97945487;32.41680124
1983-05;423.7837009;17.89653289;32.3668998
1983-06;428.4277387;17.86832035;32.41529585
1983-07;428.2509384;17.84806306;32.89249289
1983-08;415.2079341;17.84575973;33.39892738
1983-09;425.3575472;17.80803128;33.83525943
1983-10;425.3623329;17.83122958;34.35187647
1983-11;418.1931077;17.87193305;34.90013873
1983-12;415.7571323;17.93015856;35.48097668
1984-01;418.3371933;17.90000491;36.30281894
1984-02;393.5284241;17.88765564;37.15128479
1984-03;393.0110015;17.92769371;38.10259137
1984-04;391.6019884;17.94841618;38.69628963
1984-05;387.9882374;18.00371957;39.36048998
1984-06;378.2193768;18.05867828;40.02060029
1984-07;371.8442543;18.04670169;40.16213256
1984-08;403.0258134;18.03484131;40.30258134
1984-09;405.2543393;18.00588214;40.40344286
1984-10;400.937037;18.07622685;40.35329097
1984-11;404.5863426;18.19787037;40.41800532
1984-12;400.2071759;18.31951389;40.48296296
1985-01;416.6891232;18.39000138;40.20394409
1985-02;437.199888;18.40800039;39.81274137
1985-03;431.9447016;18.44312383;39.46250646
1985-04;432.8001286;18.42077389;38.65485091
1985-05;441.453058;18.41575509;37.88999476
1985-06;449.7457075;18.42790776;37.16532818
1985-07;457.4665179;18.47292575;36.79527967
1985-08;446.6567535;18.51780073;36.42683891
1985-09;435.4844702;18.54534626;36.02622749
1985-10;438.8311753;18.52423758;35.40651125
1985-11;464.1816227;18.52025917;34.82349291
1985-12;485.8771558;18.51630261;34.24344065
1986-01;486.6508782;18.5591161;34.07958599
1986-02;514.2375686;18.70380947;34.1028105
1986-03;546.975224;18.88394876;34.18889476
1986-04;561.4285221;18.98163885;34.40117885
1986-05;561.0581095;18.99206401;34.45555477
1986-06;573.8927911;18.95039384;34.41485103
1986-07;561.9610616;19.05176674;34.52410824
1986-08;572.1459093;19.11824388;34.56998996
1986-09;553.9745179;19.13222947;34.52170202
1986-10;551.381947;19.15360135;34.20402914
1986-11;568.7502208;19.17491131;33.88669971
1986-12;576.3498529;19.19620588;33.57017647
1987-01;609.351984;19.12144222;33.83504644
1987-02;644.8146337;19.0988172;34.18803056
1987-03;668.4479538;19.05933653;34.50791146
1987-04;657.6152229;19.09425466;33.80887831
1987-05;654.8364224;19.16262931;33.17603815
1987-06;680.2910022;19.23052203;32.54743282
1987-07;698.0826505;19.28488778;33.54218475
1987-08;737.640767;19.28823117;34.44115057
1987-09;709.956212;19.29156196;35.33073587
1987-10;622.5670967;19.35246043;36.45350316
1987-11;543.8856694;19.44668761;37.63533436
1987-12;535.0059034;19.55768468;38.84897639
1988-01;554.653441;19.61030935;39.55265794
1988-02;570.0032813;19.66263973;40.2529206
1988-03;584.2691685;19.68087715;40.87905097
1988-04;574.4935632;19.78421506;42.91571927
1988-05;558.3661117;19.92037057;45.00788424
1988-06;587.6971557;20.03858422;47.04616684
1988-07;581.7584335;20.11978358;47.61144745
1988-08;567.6890389;20.20027906;48.17219308
1988-09;573.0932805;20.22933744;48.60600845
1988-10;591.2202891;20.35383475;49.17593041
1988-11;577.0999065;20.52857232;49.86632982
1988-12;587.8349844;20.7283584;50.49215508
1989-01;603.750031;20.75962961;51.10932287
1989-02;619.385588;20.84984615;51.74187089
1989-03;613.1173498;20.96790117;52.28359771
1989-04;629.1112256;20.99125438;52.12424788
1989-05;649.5581129;21.09315295;52.00872545
1989-06;668.2181356;21.40692637;52.06197522
1989-07;683.4932225;21.46506449;50.88616308
1989-08;712.6197532;21.68432415;49.75590891
1989-09;711.773985;21.9905985;48.5514705
1989-10;708.5777568;22.02159317;47.78249434
1989-11;692.2387708;22.22672477;47.13266996
1989-12;708.2060567;22.46918814;46.46205541
1990-01;683.6258992;22.40077806;45.22383291
1990-02;661.3679224;22.47590186;44.19126563
1990-03;673.7148864;22.53280303;43.13479167
1990-04;672.1130731;22.72977581;42.79618084
1990-05;694.4851611;22.90819532;42.42595474
1990-06;710.740267;22.9951761;41.92773961
1990-07;707.3077871;23.0380419;42.08130656
1990-08;643.8597906;22.93814987;42.009053
1990-09;608.9082748;22.83816268;41.96970893
1990-10;589.3512022;22.88686827;41.4624076
1990-11;603.6725434;23.00136181;41.11402717
1990-12;629.4438411;23.14821609;40.85880325
1991-01;619.4980317;23.04241857;40.31771377
1991-02;688.4586026;23.020774;39.96028405
1991-03;706.4530056;22.98040694;39.73655833
1991-04;719.4297115;22.98430889;38.58502698
1991-05;714.1146806;22.935401;37.51411672
1991-06;712.579449;22.88678079;36.56233869
1991-07;715.1820608;22.934617;35.43652533
1991-08;730.2853496;22.9488514;34.37629804
1991-09;722.9838192;22.9293422;33.27368714
1991-10;721.3348035;22.84618421;32.07542138
1991-11;717.4562264;22.73041574;30.83600537
1991-12;721.7474796;22.66433104;29.66798087
1992-01;771.8457241;22.70570963;29.76729663
1992-02;762.5550974;22.69773268;29.80149458
1992-03;749.1600431;22.65723618;29.77440372
1992-04;748.1777997;22.62475269;30.27033977
1992-05;760.6767667;22.5923622;30.74670125
1992-06;746.0136871;22.5117903;31.15470979
1992-07;756.7831161;22.50620657;31.68989413
1992-08;759.871042;22.48485922;32.19992858
1992-09;758.7171231;22.48158174;32.70707537
1992-10;745.2381215;22.37828131;33.22407043
1992-11;762.8428151;22.34062868;33.80870863
1992-12;786.4890751;22.36846855;34.464412
1993-01;781.8917632;22.30052392;34.74435747
1993-02;790.7425445;22.28239807;35.07051494
1993-03;803.081835;22.26422006;35.39440111
1993-04;788.255474;22.22603618;34.99364714
1993-05;791.0173479;22.21901553;34.64309553
1993-06;794.9070005;22.21183691;34.29351498
1993-07;793.5409371;22.21183691;34.93219399
1993-08;803.4502145;22.15047825;35.47261093
1993-09;810.8110079;22.10468125;36.03486776
1993-10;815.6656271;22.04881863;36.74803106
1993-11;813.3315419;22.06883745;37.58379244
1993-12;818.7081854;22.10397891;38.46232896
1994-01;828.8041685;22.11937601;38.82442614
1994-02;823.517068;22.11977532;39.17512499
1994-03;807.1971845;22.11999788;39.5236154
1994-04;777.2858917;22.16523973;40.91252799
1994-05;783.1330551;22.22559052;42.32635297
1994-06;787.2899861;22.22545439;43.62005068
1994-07;779.2467402;22.21733617;44.72814143
1994-08;798.1851242;22.1794505;45.76875755
1994-09;800.7121586;22.15436245;46.86367846
1994-10;794.7787663;22.29942114;48.7001413
1994-11;788.9253044;22.41235121;50.50039203
1994-12;778.9655524;22.53778933;52.36570641
1995-01;793.0028381;22.46486277;53.26456462
1995-02;818.1502187;22.37553926;54.15627485
1995-03;834.450353;22.284723;55.07727667
1995-04;856.5965681;22.3349911;55.95291953
1995-05;881.6708316;22.39768094;56.897317
1995-06;906.0416865;22.44315738;57.8381668
1995-07;936.3130709;22.57754754;58.25813607
1995-08;936.7789319;22.63576643;58.52459819
1995-09;967.8199874;22.70849461;58.82804422
1995-10;971.5886418;22.75129514;57.95879935
1995-11;993.2527332;22.88285645;57.31838649
1995-12;1025.676292;23.01458917;56.67697231
1996-01;1019.448728;23.05183265;56.39090213
1996-02;1074.241247;23.1484319;56.25287095
1996-03;1064.657684;23.19945809;56.00776975
1996-04;1060.73461;23.20333399;56.26808901
1996-05;1081.703244;23.25147484;56.63470546
1996-06;1092.898313;23.32933272;57.07267031
1996-07;1050.946864;23.49687898;57.55642093
1996-08;1079.251054;23.66378616;58.0384892
1996-09;1095.637529;23.79985504;58.44439163
1996-10;1135.192038;23.85414798;59.7324696
1996-11;1188.303028;23.93824795;61.089375
1996-12;1200.546747;24.06746926;62.55926742
1997-01;1233.759883;24.0776561;63.17307251
1997-02;1281.532257;24.08793963;63.78319221
1997-03;1268.353369;24.11306016;64.42958438
1997-04;1221.626357;24.13620762;64.51433847
1997-05;1333.054576;24.20472776;64.72008847
1997-06;1400.430864;24.22774641;64.80442725
1997-07;1476.896877;24.28805749;64.77155841
1997-08;1477.248148;24.3329172;64.69851096
1997-09;1489.12503;24.36264617;64.58564516
1997-10;1507.854937;24.39222797;63.93957432
1997-11;1489.372751;24.49711392;63.49281758
1997-12;1528.463419;24.61754107;63.08443428
1998-01;1527.195353;24.65110419;62.87220529
1998-02;1619.907306;24.68454293;62.66076282
1998-03;1700.762364;24.70206381;62.4501025
1998-04;1753.3833;24.829875;62.035275
1998-05;1744.204061;24.94147919;61.62197635
1998-06;1742.016783;25.06804256;61.24775038
1998-07;1815.527636;25.14202345;60.7122877
1998-08;1684.80719;25.21566645;60.17797903
1998-09;1598.220238;25.27362699;59.64513333
1998-10;1612.801556;25.25369155;59.30174176
1998-11;1787.692122;25.27962209;59.10398233
1998-12;1860.088448;25.32114857;58.94200694
1999-01;1947.117831;25.38943814;59.14673615
1999-02;1941.339955;25.48834727;59.42262956
1999-03;1989.922793;25.54049432;59.58931136
1999-04;2057.403642;25.35608642;60.51549865
1999-05;2053.257266;25.35608642;61.87193366
1999-06;2038.583106;25.35608642;63.22836868
1999-07;2122.278011;25.37736278;64.54476605
1999-08;2035.176826;25.41371148;65.89269973
1999-09;2011.259311;25.38925551;67.07401876
1999-10;1980.013001;25.36935605;69.09176836
1999-11;2117.338792;25.37965166;71.18682784
1999-12;2174.694167;25.40502117;73.32294006
2000-01;2163.562963;25.36518143;74.51211752
2000-02;2095.420805;25.25100228;75.47137846
2000-03;2158.102573;25.07942611;76.24085682
2000-04;2185.481795;25.03487522;76.67989857
2000-05;2118.880347;24.97580466;77.07346101
2000-06;2172.428888;24.81570113;77.15156903
2000-07;2183.767253;24.5852955;77.85261212
2000-08;2202.239581;24.41233362;78.73224682
2000-09;2165.151894;24.11377915;79.19938472
2000-10;2046.711511;24.03294217;77.24698994
2000-11;2027.731245;23.97989912;75.3878195
2000-12;1959.53627;23.95441918;73.61530172
2001-01;1954.102587;23.65762885;70.92899486
2001-02;1902.779677;23.41770584;68.4315785
2001-03;1724.134707;23.21915189;66.06626561
2001-04;1723.090438;22.9921103;61.62928243
2001-05;1831.429232;22.7540465;57.19507105
2001-06;1782.776833;22.58136973;52.9489224
2001-07;1738.35215;22.6690338;49.01841796
2001-08;1700.899173;22.69308838;44.93876162
2001-09;1500.937639;22.61521523;40.67577783
2001-10;1552.066246;22.69157499;39.07352736
2001-11;1631.357579;22.72994856;37.39707124
2001-12;1659.929816;22.81999363;35.79578417
2002-01;1649.353038;22.76363036;35.7197572
2002-02;1585.888731;22.66920697;35.58393103
2002-03;1653.128436;22.53764576;35.38969169
2002-04;1584.291531;22.55952795;36.16173596
2002-05;1537.728666;22.70675855;37.13060831
2002-06;1443.985054;22.84128544;38.07830253
2002-07;1285.301586;22.70212521;39.60069961
2002-08;1293.736578;22.51332734;41.02869604
2002-09;1228.268788;22.36278315;42.5175953
2002-10;1207.612695;22.45295125;41.29327117
2002-11;1285.752922;22.58012341;40.13930157
2002-12;1273.37234;22.75750518;39.07153503
2003-01;1263.056747;22.7278027;40.18252958
2003-02;1171.116284;22.62398041;41.14850116
2003-03;1177.474113;22.55841409;42.16837948
2003-04;1240.527736;22.58427741;44.22541383
2003-05;1306.677944;22.59793188;46.26619414
2003-06;1377.828389;22.55008608;48.18215671
2003-07;1382.654366;22.7205883;50.00108211
2003-08;1373.234195;22.82871919;51.67570863
2003-09;1410.15882;22.94841759;53.36648286
2003-10;1438.395404;23.34249696;58.11390878
2003-11;1457.803222;23.77602676;62.97384079
2003-12;1502.11452;24.17250102;67.74972396
2004-01;1566.578776;24.34551836;68.92363796
2004-02;1573.079452;24.50369529;70.04855733
2004-03;1536.513348;24.63386406;71.08551227
2004-04;1544.391391;24.81869415;72.74366523
2004-05;1493.979687;24.93623942;74.19456967
2004-06;1529.741027;25.11845677;75.82802945
2004-07;1495.765762;25.4107273;76.67853782
2004-08;1472.11615;25.64966887;77.36808938
2004-09;1507.759536;25.84746051;77.93360091
2004-10;1499.257487;25.83731273;77.87426892
2004-11;1567.856075;25.9489699;78.18222546
2004-12;1614.372658;26.17006569;78.81982232
2005-01;1587.074413;26.46892796;79.40230598
2005-02;1602.308201;26.66885102;79.6904448
2005-03;1583.605668;26.81089854;79.80980277
2005-04;1532.914352;26.93896358;80.61064684
2005-05;1552.743021;27.27416635;82.02895512
2005-06;1583.516236;27.56747333;83.32146979
2005-07;1602.430763;27.67649021;84.34053128
2005-08;1596.919648;27.77036055;85.30679099
2005-09;1579.767193;27.66705954;85.65577308
2005-10;1532.920697;27.93301581;86.92415004
2005-11;1604.205432;28.48331003;89.08002878
2005-12;1642.879422;28.92452934;90.90008479
2006-01;1651.975037;28.94688792;91.43547624
2006-02;1645.967754;29.12928221;92.47193351
2006-03;1658.81847;29.20825263;93.17663382
2006-04;1655.541133;29.24153226;93.16182661
2006-05;1631.982095;29.37545;93.46925772
2006-06;1582.250651;29.5953105;94.05096753
2006-07;1586.485791;29.7850043;95.48573864
2006-08;1617.183403;30.00298308;97.00713248
2006-09;1663.776641;30.42862555;99.2023697
2006-10;1730.784899;30.92455525;100.9872073
2006-11;1765.476581;31.30115323;102.383504
2006-12;1798.118167;31.58468533;103.4753899
2007-01;1802.441946;31.74590787;103.8523607
2007-02;1818.832869;31.83293223;103.9878584
2007-03;1755.201847;31.79934971;103.7314998
2007-04;1814.138958;31.87505594;103.79328
2007-05;1861.637873;31.9606998;103.8897269
2007-06;1861.787201;32.17758079;104.4142209
2007-07;1870.279688;32.51783374;101.8498565
2007-08;1792.284276;32.91025355;99.44129027
2007-09;1839.580186;33.15156662;96.57943427
2007-10;1887.812648;33.38733123;91.29712388
2007-11;1783.701734;33.494915;85.71187856
2007-12;1804.207034;33.82232599;80.71985338
2008-01;1673.358254;33.88563815;77.97823248
2008-02;1639.602113;34.01744478;75.41683239
2008-03;1580.00513;33.95306178;72.45319437
2008-04;1634.31624;33.91136337;68.43091318
2008-05;1659.397751;33.78980137;64.30389987
2008-06;1570.290435;33.61270337;60.14227001
2008-07;1464.350399;33.49147503;57.72397614
2008-08;1498.44621;33.68026226;55.84274012
2008-09;1424.972563;33.78155095;53.80458462
2008-10;1145.980316;33.94489589;42.10286889
2008-11;1064.932522;34.42281658;30.43502795
2008-12;1069.383801;34.59570413;18.13258462
2009-01;1050.21415;33.98876946;14.81043238
2009-02;972.1566118;33.36583117;11.50962214
2009-03;911.8679032;32.83124304;8.262007602
2009-04;1018.946385;32.08072272;8.50173191
2009-05;1081.010221;31.32147683;8.736791346
2009-06;1099.964205;30.39356023;8.9197201
2009-07;1113.25017;29.77168785;10.92844589
2009-08;1198.48538;29.03642296;12.89408672
2009-09;1239.039513;28.35004966;14.87487961
2009-10;1265.233921;27.73419553;30.04109913
2009-11;1288.508911;27.12642028;45.18964776
2009-12;1317.248685;26.58508172;60.46593553
2010-01;1328.36824;26.29355245;64.18511522
2010-02;1287.353894;26.08606672;68.09326252
2010-03;1356.119344;25.7792749;71.72288673
2010-04;1406.964548;25.78941466;74.01530671
2010-05;1321.028138;25.82423354;76.37288103
2010-06;1273.307728;25.90431835;78.86478047
2010-07;1268.855763;26.02027793;80.71260682
2010-08;1275.883825;26.10566013;82.4632195
2010-09;1315.954829;26.21166979;84.27608909
2010-10;1372.298736;26.32743923;86.31480041
2010-11;1403.69711;26.46467456;88.42112768
2010-12;1451.127651;26.56732539;90.40838624
2011-01;1492.047583;26.71281128;91.51532282
2011-02;1529.292406;26.85182737;92.59423786
2011-03;1495.459637;26.86001373;93.21330415
2011-04;1516.668725;27.03367185;93.58890131
2011-05;1517.276773;27.25099269;94.11814907
2011-06;1460.998756;27.62447446;95.18753793
2011-07;1502.681592;27.91752187;96.27878648
2011-08;1340.370335;28.15737767;97.18630101
2011-09;1325.432461;28.43083567;98.20945539
2011-10;1365.894191;28.96103304;98.40113467
2011-11;1388.789323;29.45731446;98.47288821
2011-12;1411.408025;30.0031481;98.70502183
2012-01;1469.941147;30.21830758;98.87162001
2012-02;1521.909923;30.43092175;99.03458978
2012-03;1551.480609;30.54403461;98.88003014
2012-04;1543.678947;30.81204392;98.35210357
2012-05;1495.151427;31.20867246;98.23727618
2012-06;1477.486995;31.61546205;98.15082709
2012-07;1520.489123;32.14043868;97.7817776
2012-08;1560.635194;32.43330827;96.71427192
2012-09;1597.951401;32.75788195;95.76062144
2012-10;1592.371183;33.38343837;95.80157127
2012-11;1551.758158;34.15809347;96.26135757
2012-12;1586.944439;34.86772297;96.52501486
2013-01;1646.911249;35.08382268;96.68168534
2013-02;1668.74334;35.11513879;96.33398974
2013-03;1706.785443;35.33906397;96.51933697
2013-04;1730.452668;35.80183583;97.81330366
2013-05;1803.413943;36.16344389;98.83086136
2013-06;1775.980377;36.50108858;99.78280752
2013-07;1830.016474;36.89979762;100.9937298
2013-08;1829.362202;37.26805142;102.1211061
2013-09;1845.92426;37.63686798;103.2497451
2013-10;1886.735099;37.9497714;105.6480099
2013-11;1960.404458;38.24360865;108.0002733
2013-12;1987.21874;38.46307831;110.1457687
2014-01;1995.82099;38.77319289;109.974808
2014-02;1982.662901;39.08135001;109.8060453
2014-03;2020.368284;39.27939756;109.3383175
2014-04;2014.52916;39.56456056;109.7966984
2014-05;2034.987982;39.83964822;110.2293682
2014-06;2092.815606;40.17762269;110.8377863
2014-07;2121.600102;40.59115294;111.8989664
2014-08;2112.688593;41.05758728;113.1058263
2014-09;2145.217022;41.42492496;114.0396219
2014-10;2090.241248;41.87092938;113.0141053
2014-11;2217.989754;42.44176157;112.3077644
2014-12;2241.220451;43.0292681;111.6208017
2015-01;2223.218336;43.73329826;111.0304733
2015-02;2272.563282;44.04260093;109.4370955
2015-03;2256.719867;44.27749064;107.682944
2015-04;2268.242272;44.52332005;105.8980815
2015-05;2275.138997;44.63148036;103.8025749
2015-06;2253.617346;44.80847717;101.8872201
2015-07;2247.938031;45.0809899;100.3596797
2015-08;2192.787922;45.42083515;98.97915189
2015-09;2093.430769;45.76799234;97.60823772
2015-10;2180.973422;46.10453938;96.16930826
2015-11;2245.827992;46.51868211;94.88674179
2015-12;2224.782928;46.99589658;93.72101707
2016-01;2074.614404;47.09495085;93.53390284
2016-02;2057.58778;47.23268981;93.42456777
2016-03;2175.203998;47.20589106;92.99173253
2016-04;2222.319691;47.19014643;92.72424779
2016-05;2202.7115;47.20616578;92.52124119
2016-06;2214.994503;47.25712758;92.38842846
2016-07;2287.796466;47.53600085;93.3082546
2016-08;2309.150898;47.69447766;93.99201626
2016-09;2289.542726;47.78170588;94.53413673
2016-10;2271.144721;47.95889405;96.34523552
2016-11;2298.002695;48.27066294;98.42714743
2016-12;2383.8782;48.49184501;100.3261257
2017-01;2400.12142;48.45000546;101.7632971
2017-02;2450.213077;48.53642453;103.4562688
2017-03;2487.007462;48.7351831;105.3827407
2017-04;2471.785939;48.88443312;106.3737557
2017-05;2507.400952;49.1357842;107.5844081
2017-06;2545.539388;49.38408534;108.7872206
2017-07;2568.342984;49.74958816;109.9298101
2017-08;2562.88723;49.93147883;110.6659093
2017-09;2587.397515;49.99716721;111.1417202
2017-10;2655.669704;50.29189648;112.1813598
2017-11;2693.626892;50.55377576;113.1479564
2017-12;2768.711978;50.84676771;114.1844029
2018-01;2883.378793;50.93989872;115.4812258
2018-02;2783.278393;51.07691116;116.8667713
2018-03;2774.545778;51.32781883;118.5056681
2018-04;2713.315122;51.46201621;120.43591
2018-05;2750.811188;51.58490121;122.3266114
2018-06;2800.173126;51.83830222;124.5176555
2018-07;2839.925189;52.2922609;127.1896068
2018-08;2903.555479;52.7204281;129.7978498
2018-09;2944.512919;53.1159077;132.32295
2018-10;2821.767304;53.49835622;132.7649354
2018-11;2767.997149;54.15586935;133.8887318
2018-12;2617.875378;54.80865248;134.9975349
